invader_id,city_code,points,gt_lat,gt_lng,gt_source,confidence,n_street_signs,n_shop_signs,n_landmarks,n_building_numbers,n_metro_bus,n_other_clues,n_total_clues,has_district,has_postcode,has_address,reasoning_length,address_length,address_has_number,address_has_business,address_n_business,signs_total_business,geo_success,geo_lat,geo_lng,distance_to_center_km,distance_to_district_km,district_geocodes,city_coherent,error_km,error_class,best_address_guess,district,street_signs,shop_signs,landmarks
NY_73,NY,30,40.7036539267,-73.9939254075,,HIGH,1,0,2,0,0,6,9,1,0,1,458,83,0,0,0,0,1,40.693734,-73.9885263,2.582,,0,1,1.1933,APPROX,"Brooklyn Bridge pedestrian walkway, near Brooklyn-side entrance, Brooklyn, NY 11201","Brooklyn Bridge area, DUMBO/Brooklyn Heights",NY 17,,Brooklyn Bridge|Manhattan skyline
NY_154,NY,40,40.7235143936,-73.9926453394,,HIGH,0,2,1,0,0,3,6,1,0,1,447,30,1,0,0,0,1,40.7189714,-73.9945996,1.181,1.297,1,1,0.5313,OK,"265 Bowery, New York, NY 10002",East Village,,Paulaner|Craft Brewery,Paulaner NYC
NY_173,NY,50,40.7637923982,-73.9829056742,,LOW,0,0,2,0,0,5,7,1,0,1,494,74,0,0,0,0,0,,,,,0,1,,NO_GEO,"Chelsea ou West Village, zone des galeries d'art entre 14th et 23rd Street",SoHo ou Meatpacking District,,,Structure à deux niveaux avec balcon et escalier extérieur caractéristique|Grand piano noir visible au niveau inférieur
NY_79,NY,20,40.7090904842,-74.0079665713,,HIGH,3,1,1,1,0,5,11,1,0,1,361,36,1,0,0,0,1,40.7148631,-74.0006088,0.509,0.996,1,1,0.8925,OK,"32 Baxter Street, New York, NY 10013",Financial District / Lower Manhattan,DOYERS STREET 32 BAXT|BROOKLYN BRIDGE|FRANCES TAVERN,DUTCH,Brooklyn Bridge
LDN_74,LDN,50,51.5245304498,-0.0789169205,,MEDIUM,1,0,0,0,0,5,6,1,0,1,505,42,0,0,0,0,1,51.5249032,-0.0817203,3.736,0.0,1,1,0.1983,GOOD,"Hanbury Street area, Shoreditch, London E1",Shoreditch,COURT,,
LDN_113,LDN,30,51.5167439129,-0.1295921246,,LOW,0,0,0,0,0,7,7,1,0,1,448,111,0,0,0,0,1,51.5156177,-0.0919983,2.641,3.228,1,1,2.6044,APPROX,"Zone commerciale du centre de Londres, possiblement près de Shoreditch ou zone en développement du centre-ville",Central London,,,
LDN_01,LDN,30,51.5242413275,-0.2139672159,,HIGH,0,1,2,0,0,5,8,1,0,1,461,50,0,0,0,0,1,51.5498001,-0.3676742,17.251,0.0,1,1,11.0043,FAR,"Brighton Studios, Cheapside, Brighton, East Sussex",Brighton,,BRIGHTON STUDIOS,Brighton Studios|pont métallique peint en vert menthe
LDN_26,LDN,30,51.5268736137,-0.0878567404,,MEDIUM,0,0,0,0,0,7,7,1,0,1,433,65,0,0,0,0,1,51.5232497,-0.0760735,3.99,,0,1,0.9093,OK,"Shoreditch High Street ou rue adjacente, Shoreditch, London E1/E2",Shoreditch ou East London,,,
LDN_127,LDN,30,51.5296328064,-0.0976675443,,MEDIUM,0,1,0,0,0,6,7,1,0,1,561,35,0,0,0,0,1,51.4928979,-0.0839755,3.436,,0,1,4.1932,ZONE,"Old Kent Road, SE1 ou SE15, Londres",Southwark ou Lambeth,,KEEP CALM AND CARRY ON,
LDN_47,LDN,20,51.5168700988,-0.2053517718,,MEDIUM,0,0,0,1,0,9,10,1,0,1,576,65,0,0,0,0,1,51.5132894,-0.1930457,4.563,0.0,1,1,0.94,OK,"216a, residential street in Notting Hill/Ladbroke Grove area, W11",Notting Hill,,,
LDN_160,LDN,30,51.5140507903,-0.1244930017,,MEDIUM,0,0,0,0,0,6,6,1,0,1,559,55,0,0,0,0,1,51.5221242,-0.1077881,2.144,1.919,1,1,1.4635,APPROX,"Secteur Shoreditch/Clerkenwell, probablement EC1 ou EC2",Shoreditch/City of London,,,
LDN_23,LDN,10,51.5273565338,-0.080699793,,MEDIUM,0,1,0,1,0,5,7,1,0,1,530,36,1,0,0,1,1,51.5249032,-0.0817203,3.736,0.0,1,1,0.2818,GOOD,"90 Brick Lane, Shoreditch, London E1",Shoreditch,,BARANHI FACTORY,
LDN_27,LDN,30,51.5298079442,-0.2202622302,,HIGH,2,0,0,0,0,4,6,1,1,1,362,34,0,0,0,0,1,51.618339,-0.0441499,13.624,0.0,1,1,15.6536,FAR,"Bayford Road, Edmonton, London N18",Edmonton,BAYFORD ROAD|N18,,
HK_21,HK,20,22.2971471826,114.1744253033,,MEDIUM,0,1,0,0,0,6,7,1,0,1,499,35,0,0,0,0,1,22.2973238,114.1721435,2.46,0.527,1,1,0.2356,GOOD,"Nathan Road, Tsim Sha Tsui, Kowloon",Tsim Sha Tsui,,McDonald's,
HK_58,HK,100,22.268994966,114.1866725148,,MEDIUM,0,0,0,0,0,4,4,1,0,1,520,90,0,0,0,0,1,22.2858376,114.134023,5.205,9.224,1,1,5.732,ZONE,"Sai Wan District, Hong Kong Island (secteur référencé 11SW-D/C610 par Highways Department)",Sai Wan,,,
HK_102,HK,40,22.3305885573,114.188189183,,MEDIUM,0,2,0,0,0,5,7,1,0,1,543,42,0,0,0,0,1,22.3269013,114.1671675,0.876,0.918,1,1,2.2008,APPROX,"Cheung Sha Wan Road, Sham Shui Po, Kowloon",Sham Shui Po,,東來茶樓|光大樓,
HK_69,HK,50,22.2844724977,114.1516125922,,MEDIUM,0,4,0,0,0,9,13,1,0,1,507,66,0,0,0,0,1,22.299616,114.1759506,2.29,0.16,1,1,3.0175,ZONE,"Cameron Road / Granville Road intersection, Tsim Sha Tsui, Kowloon",Tsim Sha Tsui,,7-Eleven|恆生銀行|許留山|優之良品,
HK_29,HK,30,22.2463688615,114.2482972831,,MEDIUM,0,0,2,0,0,7,9,1,0,1,503,38,0,0,0,0,1,22.220556,114.2142156,11.909,2.491,1,1,4.5326,ZONE,"Stanley Main Beach, Stanley, Hong Kong",Stanley,,,Tour de surveillance côtière|Plage avec rochers
HK_03,HK,20,22.3244578827,114.1659161229,,LOW,0,0,0,0,0,5,5,1,0,1,420,34,0,0,0,0,1,22.2819377,114.1580765,4.315,0.359,1,1,4.7963,ZONE,"Central District, Hong Kong Island",Central/Western District,,,
TK_119,TK,100,35.662121119,139.7013291372,,MEDIUM,1,0,1,1,0,6,9,1,0,1,472,32,1,0,0,0,1,35.662592,139.698337,4.596,0.0,1,1,0.2753,GOOD,"1-20, quartier de Shibuya, Tokyo",Shibuya,歩行者優先,,passage sous voie ferrée/autoroutière
TK_92,TK,30,35.6592188952,139.7026264502,,MEDIUM,0,0,2,0,1,6,9,1,0,1,464,49,0,0,0,0,0,,,,,0,1,,NO_GEO,"Sous Shuto Expressway, quartier de Shibuya, Tokyo",Shibuya ou Shinjuku,,,Structure d'autoroute urbaine élevée|Station de métro visible en arrière-plan
TK_123,TK,50,35.6564384237,139.7454368767,,HIGH,0,0,1,0,0,5,6,1,0,1,474,37,1,0,0,0,1,35.5942257,139.798176,16.177,0.0,1,1,8.401,ZONE,"4 Chome Shibakoen, Minato City, Tokyo",Minato,,,Tokyo Tower
TK_62,TK,10,35.6623086246,139.697304279,,MEDIUM,0,2,0,0,0,6,8,1,0,1,480,61,0,0,0,0,1,35.662592,139.698337,4.596,0.0,1,1,0.0985,EXCELLENT,"Quartier de Shibuya, Tokyo, zone commerciale près d'un Lawson",Shibuya,,PIZZA|LAWSON,
TK_102,TK,50,35.6617152026,139.7285457582,,LOW,0,2,0,0,0,6,8,1,0,1,458,73,0,0,0,0,0,,,,,0,1,,NO_GEO,"Quartier de Shibuya, Tokyo, zone commerciale près d'une artère principale",Shibuya ou Shinjuku,,山田不動産|大黒屋,
TK_35,TK,10,35.6657999508,139.7052233877,,MEDIUM,0,2,0,0,0,6,8,1,0,1,536,79,0,0,0,0,0,,,,,0,1,,NO_GEO,"Quartier de Shibuya, Tokyo, zone commerciale près de Cat Street ou Ura-Harajuku",Shibuya ou Harajuku,,PAGEBLUE|Reebok,
MARS_65,MARS,30,43.2799826059,5.3516902919,,MEDIUM,0,0,2,0,0,5,7,1,1,1,517,33,0,0,0,0,1,43.2854175,5.3505056,1.989,0.702,1,1,0.6119,OK,"Corniche Kennedy, 13007 Marseille",7ème arrondissement,,,Corniche|Îles du Frioul
MARS_26,MARS,20,43.330583661,5.4274773555,,LOW,0,0,1,0,0,7,8,1,0,1,570,59,0,0,0,0,0,,,,,0,1,,NO_GEO,"Boulevard des Dames ou Avenue du Cap Pinède, Marseille 3ème",Quartiers Nord ou 3ème arrondissement,,,Pilier de viaduc autoroutier
MARS_54,MARS,40,43.2975423109,5.3685350388,,MEDIUM,0,0,0,0,0,6,6,1,1,1,451,30,0,0,0,0,1,43.2993374,5.3682229,0.34,0.043,1,1,0.2012,GOOD,"Rue du Panier, 13002 Marseille",Le Panier,,,
MARS_17,MARS,20,43.361131601,5.3127510121,,MEDIUM,0,1,0,1,0,3,5,1,1,1,396,46,0,1,1,0,1,43.2862274,5.4768585,8.74,5.51,1,1,15.6717,FAR,"10956 Boulevard de la Barasse, 13010 Marseille",10ème arrondissement,,LAVERIE,
MIA_42,MIA,50,25.8000986776,-80.1950409021,,MEDIUM,0,2,1,0,0,6,9,1,0,1,570,39,0,0,0,0,1,25.7996393,-80.1990513,4.281,0.197,1,1,0.4047,GOOD,"NW 2nd Avenue, Wynwood, Miami, FL 33127",Wynwood,,museo|ART IN FASHION,museo
MIA_40,MIA,30,25.8042765557,-80.1912459741,,MEDIUM,0,4,1,0,0,4,9,1,0,1,477,39,1,0,0,2,1,25.8020164,-80.1990561,4.541,,0,1,0.8213,OK,"2695 NW 2nd Avenue, Miami, FL (Wynwood)",Wynwood ou Design District,,Chevron|Goodyear|OptimEyes|Fresh,Station-service Chevron
MIA_75,MIA,10,25.7506108059,-80.2600070087,,LOW,0,0,0,0,0,5,5,1,0,1,481,29,0,0,0,0,1,25.8011377,-80.1953188,4.399,0.378,1,1,8.5745,ZONE,"Wynwood Walls area, Miami, FL",Wynwood,,,
MIA_32,MIA,20,25.7961432793,-80.1273283843,,MEDIUM,0,0,0,1,0,4,5,1,0,1,518,34,0,0,0,0,1,25.770205,-80.1329055,5.973,0.256,1,1,2.9378,APPROX,"Ocean Drive, Miami Beach, FL 33139",Miami Beach,,,
ROM_19,ROM,20,41.9363247067,12.4667100897,,HIGH,0,0,2,0,0,5,7,1,1,1,431,29,0,0,0,0,1,41.9107477,12.4763614,1.879,0.594,1,1,2.954,APPROX,"Piazza del Popolo, 00187 Roma",Campo Marzio,,,Porta del Popolo|Piazza del Popolo
ROM_45,ROM,10,41.9013521334,12.4736297511,,MEDIUM,0,1,0,1,0,7,9,1,0,1,442,37,1,0,0,0,1,41.8982648,12.4705146,2.201,27.317,1,1,0.4293,GOOD,"Via del Governo Vecchio 9, 00186 Roma",Centro Storico,,PARALUMI,
ROM_24,ROM,20,41.91862985,12.5012681032,,HIGH,0,0,2,0,0,4,6,1,1,1,506,56,0,0,0,0,1,41.9186051,12.5012739,1.803,,0,1,0.0028,EXCELLENT,"Via Dora, 00197 Roma (sous l'arche du Quartiere Coppedè)",Quartiere Coppedè (Trieste),,,Arche monumentale|Quartiere Coppedè
BAB_59,BAB,20,43.460288,-1.539773,,LOW,0,0,0,0,0,5,5,1,0,1,444,98,0,1,1,0,1,43.4871257,-1.5381297,1.708,0.0,1,1,2.9872,APPROX,"Complexe sportif ou équipement public à Anglet, probablement près de la zone de Quintaou ou Baroja",Anglet,,,
BAB_19,BAB,40,43.488467,-1.475617,,LOW,0,0,0,0,0,7,7,1,0,1,524,27,0,0,0,0,0,,,,,0,1,,NO_GEO,"Rue des Cordeliers, Bayonne",Vieux Bayonne,,,
BAB_21,BAB,20,43.489222,-1.474164,,HIGH,1,0,2,0,0,4,7,1,1,1,363,59,0,0,0,0,1,43.4607108,-1.5336314,3.211,0.0,1,1,5.7512,ZONE,"Quai Jaureguiberry, angle Rue des Tonneliers, 64100 Bayonne",Petit Bayonne,RUE TONNELIERS,,Pont sur l'Adour|Quai de l'Adour
DJBA_33,DJBA,50,33.8214213616,11.0423722438,,LOW,0,0,0,0,0,6,6,1,0,1,466,53,0,0,0,0,1,33.7735976,10.8861888,5.358,0.0,1,1,15.3805,FAR,"Zone résidentielle périphérique de Houmt Souk, Djerba",Houmt Souk,,,
DJBA_45,DJBA,100,33.7403044216,10.9148284287,,LOW,0,0,0,0,0,5,5,1,0,1,438,75,0,0,0,0,1,33.840258,10.9998312,14.747,,0,1,13.61,FAR,"Zone côtière nord ou est de Djerba, probablement entre Houmt Souk et Midoun",Zone côtière de Djerba,,,
DJBA_19,DJBA,20,33.7861023173,10.8461263501,,LOW,0,0,0,0,0,5,5,1,0,1,522,88,0,0,0,0,1,33.840258,10.9998312,14.747,,0,1,15.4244,FAR,"Zone périphérique ou village côtier de Djerba, possiblement secteur Midoun ou Houmt Souk",Zone périurbaine ou côtière de Djerba,,,
GRN_44,GRN,10,45.1884280453,5.7261972243,,LOW,0,0,0,0,0,6,6,1,0,1,429,70,0,0,0,0,1,45.1885876,5.7329078,0.659,1.922,1,1,0.5262,OK,"Secteur Place de Verdun ou Place Victor Hugo, centre-ville de Grenoble",Centre-ville de Grenoble,,,
GRN_27,GRN,10,45.1875012375,5.7303520945,,HIGH,1,1,0,0,0,2,4,1,1,1,483,29,0,0,0,1,1,45.1871459,5.7303894,0.485,0.635,1,1,0.0396,EXCELLENT,"Place de Metz, 38000 Grenoble",Centre-ville,PLACE de METZ,Église Chrétienne Évangélique,
GRN_32,GRN,10,45.1877674177,5.7254382941,,LOW,0,0,0,0,0,4,4,1,0,1,510,66,0,0,0,0,0,,,,,0,1,,NO_GEO,"Vieille ville de Grenoble, secteur piétonnier du centre historique",Centre-ville historique,,,
WN_28,WN,30,48.2165106913,16.3857066641,,HIGH,1,0,0,1,0,5,7,1,1,1,316,31,1,0,0,0,1,48.2152796,16.3846562,1.126,0.391,1,1,0.1575,GOOD,"2 Weintraubengasse, 1020 Vienna",2. Bezirk (Leopoldstadt),2. Weintraubengasse,,
WN_46,WN,10,48.1985116241,16.3638935261,,HIGH,2,1,0,0,0,5,8,1,1,1,412,31,1,0,0,0,1,48.199394,16.3655325,1.155,9.567,1,1,0.1562,GOOD,"Rechte Wienzeile 1-3, 1040 Wien",Wieden (4. Bezirk),EINBAHN|1...Rechte Wienzeile,Amacord Alimentari,
WN_55,WN,50,48.2041546202,16.3540775718,,MEDIUM,0,3,0,0,0,5,8,1,1,1,398,37,1,0,0,0,1,48.204843,16.3490237,1.874,0.271,1,1,0.3823,GOOD,"Neubaugasse ou Lindengasse, 1070 Wien",7. Bezirk Neubau,,Wolfgang HKAT|W.H. Möbel Lister|Möbel auf Raten,
POTI_37,POTI,30,-19.5951561923,-65.7521797936,,MEDIUM,0,3,0,1,0,5,9,1,0,1,410,34,1,0,0,0,0,,,,,0,1,,NO_GEO,"Calle 23, Centro histórico, Potosí",Centro histórico,,AQUI|BATI PAN|PUBLICO,
POTI_06,POTI,50,-19.5990300207,-65.7548687546,,MEDIUM,0,0,1,0,0,5,6,1,0,1,483,34,0,0,0,0,1,-19.6194373,-65.7497813,4.0,0.0,1,1,2.3309,APPROX,"Cerro Rico, secteur minier, Potosí",Cerro Rico,,,Cerro Rico
SP_38,SP,30,-23.5548333956,-46.6553283745,,LOW,0,0,0,0,0,5,5,1,0,1,415,40,0,0,0,0,1,-23.5571906,-46.6617902,2.998,,0,1,0.7089,OK,"Région du Centro ou República, São Paulo",Centro ou República,,,
SP_09,SP,50,-23.5194439089,-46.7098826693,,LOW,0,0,0,1,1,9,11,1,0,1,457,113,0,0,0,0,0,,,,,0,1,,NO_GEO,"Région en développement urbain, possiblement proche d'un axe majeur en travaux dans la zone centrale de São Paulo",Zona Sul ou região central,,,
BGK_21,BGK,10,13.7533225381,100.5443650587,,LOW,0,0,0,0,0,5,5,1,0,1,552,35,0,0,0,0,1,13.7541372,100.4981169,0.465,,0,1,4.9959,ZONE,"Quartier Phra Nakhon, Bangkok 10200",Phra Nakhon ou Khlong Toei,,,
BGK_18,BGK,20,13.7414021821,100.5397607798,,LOW,0,0,0,0,0,3,3,1,0,1,455,33,0,0,0,0,1,13.7214165,100.5305364,4.968,,0,1,2.4355,APPROX,"Zone Silom/Sathorn, Bangkok 10500",Silom ou Sathorn,,,
LY_47,LY,20,45.7550145405,4.831246527,,MEDIUM,1,1,0,0,0,4,6,1,1,1,405,25,1,0,0,0,1,45.7713951,4.8372298,0.831,,0,1,1.8796,APPROX,"12 Rue Royale, 69001 Lyon",Vieux Lyon - 2ème arrondissement,RUE DE LA...,LA MERE BRAZIER,
LY_38,LY,10,45.749727361,4.8281831276,,HIGH,4,0,2,0,0,4,10,1,1,1,523,29,0,0,0,0,1,45.7476937,4.8249635,1.995,1.622,1,1,0.337,GOOD,"Cours Charlemagne, 69002 Lyon",2ème arrondissement,A6-A7|BELLECOUR|PERRACHE|AINAY,,Bellecour|Perrache
CLR_09,CLR,30,45.7771823348,3.1014338406,,MEDIUM,0,0,0,0,0,7,7,1,0,1,486,65,0,0,0,0,0,,,,,0,1,,NO_GEO,"Rue sous la passerelle de Croix-de-Neyrat, 63100 Clermont-Ferrand",Quartier de Croix-de-Neyrat ou périphérie nord-est,,,
CLR_36,CLR,30,45.7764589478,3.0987381443,,LOW,0,0,0,0,0,8,8,1,0,1,445,41,0,0,0,0,1,45.7828067,3.0964496,0.962,,0,1,0.7278,OK,"Avenue de la République, Clermont-Ferrand",Centre-ville,,,
MAN_43,MAN,50,53.4749358113,-2.2403970767,,MEDIUM,0,2,1,0,0,6,9,1,0,1,596,30,0,0,0,0,1,53.4779297,-2.2397284,0.371,0.041,1,1,0.3358,GOOD,"Portland Street, Manchester M1",City Centre,,JD GYMS|The Lion King,The Lion King musical venue
MAN_05,MAN,20,53.473925289,-2.2402671381,,MEDIUM,0,2,2,0,0,7,11,1,0,1,546,64,0,0,0,0,1,53.4752462,-2.2432654,0.619,0.4,1,1,0.2469,GOOD,"Great Bridgewater Street, Manchester City Centre, near Deansgate",Manchester City Centre,,Holiday Inn Express|Caffè Nero,Holiday Inn Express|Concrete viaduct/bridge structure
FTBL_29,FTBL,30,48.3962793841,2.7834197393,,HIGH,2,0,1,0,0,3,6,1,1,1,356,37,0,0,0,0,1,48.416264,2.7195812,2.119,,0,1,5.21,ZONE,"Rue Rosa Bonheur, 77300 Fontainebleau",Centre-ville de Fontainebleau,RUE ROSA BONHEUR|1822-1899,,Rue Rosa Bonheur
FTBL_12,FTBL,50,48.4157021823,2.726939998,,MEDIUM,0,0,0,0,0,7,7,1,1,1,461,68,0,0,0,0,0,,,,,0,1,,NO_GEO,"Quartier de la Faisanderie, avenue Franklin Roosevelt, Fontainebleau",Quartier résidentiel moderne de Fontainebleau,,,
BXL_24,BXL,30,50.827806757,4.3688497481,,MEDIUM,0,1,0,1,0,6,8,1,0,1,452,52,1,0,0,0,1,50.8309156,4.3444241,2.215,0.78,1,1,1.75,APPROX,"51 Chaussée de Waterloo, 1060 Saint-Gilles, Brussels",Saint-Gilles,,balia,
BXL_23,BXL,20,50.8271900786,4.371691317,,HIGH,0,0,1,0,0,4,5,1,1,1,557,42,1,0,0,0,1,50.8403277,4.3786189,2.191,0.442,1,1,1.5397,APPROX,"Parc Léopold, Rue Belliard, 1000 Bruxelles",Quartier Léopold,,,Monument aux Morts du Parc Léopold
LJU_03,LJU,20,46.054654231,14.4928614775,,LOW,0,0,0,0,0,5,5,1,0,1,493,45,0,0,0,0,1,46.0565768,14.5031442,0.208,,0,1,0.8218,OK,Atelier ou bureau dans le centre de Ljubljana,Centre-ville,,,
LJU_26,LJU,20,46.0409330168,14.5109041182,,HIGH,1,0,0,1,0,5,7,1,0,1,330,20,1,0,0,0,1,46.0405518,14.5110239,1.862,2.722,1,1,0.0434,EXCELLENT,"Privoz 17, Ljubljana",Moste,PRIVOZ,,
VRS_01,VRS,30,48.8077031992,2.1308988348,,MEDIUM,0,4,1,0,0,4,9,1,1,1,402,36,0,0,0,1,1,48.8071596,2.1299664,0.641,,0,1,0.0912,EXCELLENT,"Rue de la Paroisse, 78000 Versailles",Centre-ville de Versailles,,UGC|CYRANO|CRÊPERIE NIKKO|ISALIT'S VOYAGES,Cinéma UGC Cyrano
VRS_17,VRS,30,48.8093230466,2.1250596187,,MEDIUM,0,2,1,0,0,6,9,1,1,1,525,42,1,0,0,0,1,48.8135198,2.1365691,1.429,0.419,1,1,0.9634,OK,"1-3 Rue du Maréchal Foch, 78000 Versailles",Quartier Notre-Dame,,L'ENTRÉE DU TRIANON|CUISINE THAÏLANDAISE,L'ENTRÉE DU TRIANON
AVI_32,AVI,10,43.948844556,4.8041281128,,LOW,0,0,0,0,0,5,5,1,1,1,494,63,0,0,0,0,1,43.9509112,4.812964,0.624,0.0,1,1,0.7437,OK,"Centre historique d'Avignon, secteur intra-muros, 84000 Avignon",Intra-muros,,,
AVI_20,AVI,10,43.9492870541,4.8115153107,,HIGH,2,1,0,0,0,5,8,1,1,1,408,35,0,0,0,1,1,43.9480401,4.8109999,0.462,,0,1,0.1447,GOOD,"Rue du Chapeau Rouge, 84000 Avignon",Centre historique intra-muros,RUE DU CHAPEAU ROUGE|Carriera Capèu Roùge,BAR...RESTAURAN...,
MPL_02,MPL,10,43.6127972715,3.8764190174,,MEDIUM,0,0,0,0,0,5,5,1,1,1,496,37,0,0,0,0,1,43.6098442,3.8762349,0.113,,0,1,0.3287,GOOD,"Rue du Bras de Fer, 34000 Montpellier",Centre Historique / Écusson,,,
MPL_39,MPL,30,43.6092465939,3.8769255888,,HIGH,1,0,0,0,0,5,6,1,1,1,343,52,0,0,0,0,0,,,,,0,1,,NO_GEO,"Rue Traversière de la Carbonnerie, 34000 Montpellier",Centre Historique - Écusson,RUE TRAVERSIERE DE LA CARBONNERIE,,
BBO_05,BBO,50,43.262201574,-2.9246867544,,LOW,0,0,0,0,0,6,6,1,0,1,467,28,0,0,0,0,1,43.2591377,-2.9271253,0.769,0.177,1,1,0.3938,GOOD,"Calle Bailén, Abando, Bilbao",Abando,,,
BBO_37,BBO,30,43.2721451056,-2.9414195586,,HIGH,1,0,1,0,0,5,7,1,0,1,355,19,0,0,0,0,1,43.2718047,-2.9412396,1.102,0.492,1,1,0.0406,EXCELLENT,"Ugaskobidea, Bilbao",Ugasko,UGASKOBIDEA,,Pont bleu métallique
CAZ_09,CAZ,20,43.5707377222,7.1087790193,,HIGH,1,0,2,0,0,4,7,1,1,1,456,50,0,0,0,0,0,,,,,0,1,,NO_GEO,"Boulevard Charles Guillaumont, 06160 Juan-les-Pins",Juan-les-Pins,JUAN-LES-PINS,,Pont JUAN-LES-PINS|Arches Art Déco
CAZ_23,CAZ,50,43.4564429568,6.9213892941,,LOW,0,0,1,0,0,6,7,1,1,1,477,56,0,0,0,0,0,,,,,0,1,,NO_GEO,"Route des Calanques ou Chemin du Sémaphore, Cassis 13260",Quartier périphérique ou zone côtière de Cassis,,,Bâtiment abandonné avec graffitis
RA_12,RA,30,44.4225495213,12.2016946359,,HIGH,0,0,1,0,0,4,5,1,1,1,337,36,0,0,0,0,0,,,,,0,1,,NO_GEO,"Porta Adriana, Viale Farini, Ravenna",Centro Storico,,,Porta Adriana
RA_05,RA,30,44.4200090908,12.1941454988,,MEDIUM,0,0,0,0,0,5,5,1,1,1,419,25,0,0,0,0,1,44.4140034,11.9829455,17.524,,0,1,16.7873,FAR,"Via Cavour, 48100 Ravenna",Centro Storico,,,
BTA_16,BTA,10,42.7026538572,9.4529295391,,MEDIUM,0,0,2,0,0,7,9,1,0,1,434,35,0,0,0,0,1,42.6982731,9.4493135,0.175,0.235,1,1,0.5697,OK,"Boulevard Paoli, Vieux-Port, Bastia",Vieux-Port,,,Port de Bastia|Front de mer
BTA_04,BTA,10,42.6949160728,9.4473011986,,MEDIUM,0,1,0,0,0,6,7,1,1,1,450,70,0,0,0,0,1,42.6933474,9.4524199,0.455,2.487,1,1,0.4532,GOOD,"Centre historique de Bastia, quartier de la Citadelle ou Terra Vecchia",Centre-ville de Bastia,,EPICERIE,
GNV_09,GNV,40,46.2104074233,6.1412216635,,HIGH,1,2,2,0,0,4,9,1,0,1,411,34,1,0,0,1,1,46.2095333,6.1405639,0.606,,0,1,0.1096,GOOD,"Place de Montbrillant, 1201 Genève",Quartier de Montbrillant,Place de Montbrillant,Café La Petite Reine|Geneva Roule,Grande roue murale (artwork)|Quai/promenade avec vélos
GNV_12,GNV,30,46.1986161305,6.1372005628,,HIGH,2,2,0,0,0,4,8,1,1,1,332,60,1,0,0,1,1,46.1984989,6.1381819,0.761,0.243,1,1,0.0766,EXCELLENT,"Angle Rue des Vieux-Grenadiers et Rue des Bains, 1205 Genève",Plainpalais,Rue des Vieux-Grenadiers|Rue des Bains,CAFE de...|BRASSERIE DE...,
BRN_27,BRN,30,46.9499386569,7.4584556404,,LOW,0,0,0,0,0,6,6,1,0,1,437,14,0,0,0,0,1,46.9497013,7.4455316,0.236,0.0,1,1,0.9814,OK,"Altstadt, Bern",Altstadt,,,
BRN_07,BRN,10,46.9476080559,7.4524705616,,MEDIUM,0,0,1,0,0,6,7,1,0,1,509,30,1,0,0,0,1,46.9482973,7.4540502,0.506,0.665,1,1,0.1423,GOOD,"Gerechtigkeitsgasse, 3011 Bern",Altstadt,,,Arcades historiques
MLGA_27,MLGA,40,36.7229167751,-4.4172705648,,MEDIUM,0,0,1,0,0,5,6,1,0,1,485,43,0,0,0,0,1,36.7215785,-4.4171898,0.377,0.427,1,1,0.149,GOOD,"Calle Alcazabilla, Centro Histórico, Málaga",Centro Histórico,,,Alcazaba de Málaga
MLGA_05,MLGA,50,36.7190382896,-4.4106874186,,MEDIUM,0,4,0,0,0,4,8,1,0,1,507,37,0,0,0,0,1,36.7218622,-4.4264751,0.457,0.0,1,1,1.4418,APPROX,"Calle Héroe de Sostoa, Centro, Málaga",Centro,,FENG YUAN|SUPERMERCADO|CONGELADOS BEBIDAS|TECHOS INGLESES,
KAT_07,KAT,30,27.7085045062,85.3075535599,,MEDIUM,0,1,0,0,0,4,5,1,0,1,386,36,0,0,0,0,1,27.7166578,85.3127015,1.114,0.0,1,1,1.0386,APPROX,"Thamel, près de Pizza Hut, Kathmandu",Thamel,,PIZZA HUT,
KAT_25,KAT,10,27.7113201982,85.3110201896,,LOW,0,0,0,0,0,5,5,1,0,1,499,17,0,0,0,0,1,27.7166578,85.3127015,1.114,0.0,1,1,0.6162,OK,"Thamel, Kathmandu",Thamel,,,
KLN_02,KLN,20,50.9401406058,6.9463412942,,MEDIUM,0,0,0,0,0,6,6,1,0,1,469,40,0,0,0,0,1,50.9458194,6.9262976,2.556,0.562,1,1,1.5398,APPROX,"Venloer Straße, Ehrenfeld, 50823 Cologne",Ehrenfeld,,,
KLN_17,KLN,20,50.9383768366,6.9718134148,,HIGH,2,1,4,0,0,5,12,1,0,1,372,32,0,0,0,0,1,50.9365262,6.9702929,0.709,0.195,1,1,0.2317,GOOD,"Deutzer Brücke, 50679 Köln-Deutz",Deutz,Zentrum|Deutzer Brücke,Hyatt Kongress,Deutzer Brücke|Foreal Businessforum|Lanxess Arena|Stadthaus
AMS_13,AMS,20,52.3680242712,4.8989390392,,MEDIUM,0,0,1,0,0,7,8,1,0,1,631,54,0,0,0,0,1,52.3626255,4.8877467,1.241,,0,1,0.9684,OK,"Prinsengracht or Keizersgracht area, Amsterdam Centrum",Grachtengordel (Canal Belt),,,Canal bridge with characteristic Amsterdam wooden construction
