invader_id,city_code,points,gt_lat,gt_lng,gt_source,confidence,n_street_signs,n_shop_signs,n_landmarks,n_building_numbers,n_metro_bus,n_other_clues,n_total_clues,has_district,has_postcode,has_address,reasoning_length,address_length,address_has_number,address_has_business,address_n_business,signs_total_business,geo_success,geo_lat,geo_lng,distance_to_center_km,distance_to_district_km,district_geocodes,city_coherent,error_km,error_class,best_address_guess,district,street_signs,shop_signs,landmarks
NY_154,NY,40,40.7235143936,-73.9926453394,,HIGH,0,2,0,0,0,4,6,1,0,1,428,30,1,0,0,0,1,40.7189714,-73.9945996,1.181,1.297,1,1,0.5313,OK,"265 Bowery, New York, NY 10002",East Village,,Paulaner|CRAFT BREWERY,
NY_173,NY,50,40.7637923982,-73.9829056742,,MEDIUM,0,0,1,0,0,7,8,1,0,1,589,72,1,0,0,0,1,40.756837,-73.98844,5.115,,0,1,0.903,OK,"B.B. King Blues Club & Grill area, 237 W 42nd Street, New York, NY 10036",Manhattan (likely Midtown or Times Square area),,,Steinway piano visible in interior space
NY_79,NY,20,40.7090904842,-74.0079665713,,MEDIUM,2,1,1,0,0,4,8,1,0,1,476,64,0,0,0,0,1,40.7137712,-74.0017086,0.377,0.817,1,1,0.741,OK,"Pearl Street near Brooklyn Bridge, Financial District, Manhattan",Financial District,BROOKLYN BRIDGE|FRANCES TAVERN,DUTCH,Brooklyn Bridge
LDN_74,LDN,50,51.5245304498,-0.0789169205,,MEDIUM,1,0,0,0,0,6,7,1,0,1,482,35,0,0,0,0,1,51.5249032,-0.0817203,3.736,0.0,1,1,0.1983,GOOD,"Court Street, Shoreditch, London E2",Shoreditch,COURT,,
LDN_113,LDN,30,51.5167439129,-0.1295921246,,LOW,0,0,0,0,0,7,7,1,0,1,468,102,0,0,0,0,1,51.5156177,-0.0919983,2.641,3.228,1,1,2.6044,APPROX,"Zone commerciale du centre de Londres, possiblement dans les environs de Westminster ou City of London",Central London,,,
LDN_01,LDN,30,51.5242413275,-0.2139672159,,HIGH,0,1,2,0,0,4,7,1,0,1,475,74,0,0,0,0,1,51.5498001,-0.3676742,17.251,0.0,1,1,11.0043,FAR,"Brighton Studios, sur le pont piétonnier/cycliste près de Brighton Station",Brighton,,BRIGHTON STUDIOS,Brighton Studios|pont métallique peint en turquoise/vert pâle
LDN_26,LDN,30,51.5268736137,-0.0878567404,,LOW,0,0,0,0,0,8,8,1,0,1,459,38,0,0,0,0,1,51.5232497,-0.0760735,3.99,0.432,1,1,0.9093,OK,"Shoreditch High Street area, London E1",Shoreditch,,,
LDN_127,LDN,30,51.5296328064,-0.0976675443,,LOW,0,1,0,0,0,7,8,1,0,1,463,71,0,0,0,0,1,51.503929,-0.1036222,1.717,2.804,1,1,2.8877,APPROX,"Zone de Central/East London, possiblement Old Street ou Shoreditch area",Central London,,KEEP CALM AND VISIT LONDON,
LDN_47,LDN,20,51.5168700988,-0.2053517718,,MEDIUM,0,0,0,1,0,7,8,1,0,1,522,51,0,0,0,0,1,51.5170024,-0.2047142,5.429,0.907,1,1,0.0465,EXCELLENT,"216a Westbourne Park Road, Notting Hill, London W11",Notting Hill,,,
LDN_160,LDN,30,51.5140507903,-0.1244930017,,LOW,0,0,0,0,0,6,6,1,0,1,449,93,0,0,0,0,1,51.515293,-0.0912311,2.679,0.0,1,1,2.3058,APPROX,"Ruelle dans le quartier de la City of London, probablement entre Moorgate et Liverpool Street",City of London,,,
LDN_23,LDN,10,51.5273565338,-0.080699793,,MEDIUM,0,1,0,1,0,4,6,1,0,1,454,25,1,0,0,0,1,51.5188914,-0.0716223,4.092,0.967,1,1,1.1316,APPROX,"168 Brick Lane, London E1",Shoreditch,,BACKWIT FACTORY REMOVAL,
LDN_27,LDN,30,51.5298079442,-0.2202622302,,HIGH,1,0,0,0,0,1,2,1,1,1,424,34,0,0,0,0,1,51.577641,-0.1038857,7.984,0.0,1,1,9.6452,ZONE,"Bayford Road, Edmonton, London N18",Haringey,BAYFORD ROAD,,
HK_21,HK,20,22.2971471826,114.1744253033,,MEDIUM,0,1,0,0,0,6,7,1,0,1,417,46,0,0,0,0,1,22.296043,114.1722318,2.602,0.638,1,1,0.2569,GOOD,"Nathan Road, Tsim Sha Tsui, Kowloon, Hong Kong",Tsim Sha Tsui,,McDonald's,
HK_58,HK,100,22.268994966,114.1866725148,,MEDIUM,0,0,0,0,0,5,5,1,0,1,465,66,0,0,0,0,1,22.2858376,114.134023,5.205,0.0,1,1,5.732,ZONE,"Slope registration 11SW-D/C610, Western District, Hong Kong Island",Western District,,,
HK_102,HK,40,22.3305885573,114.188189183,,MEDIUM,0,2,0,0,0,4,6,1,0,1,486,36,0,0,0,0,1,22.3278047,114.160431,1.321,0.321,1,1,2.8719,APPROX,"Pei Ho Street, Sham Shui Po, Kowloon",Sham Shui Po,,東來茶樓|鴻發號,
HK_69,HK,50,22.2844724977,114.1516125922,,MEDIUM,0,3,0,0,0,6,9,1,0,1,626,40,0,0,0,0,1,22.3270667,114.1660563,0.93,0.807,1,1,4.9639,ZONE,"Apliu Street area, Sham Shui Po, Kowloon",Sham Shui Po,,金記麵家|新興食店|雜貨,
HK_29,HK,30,22.2463688615,114.2482972831,,MEDIUM,0,0,2,0,0,5,7,1,0,1,574,38,0,0,0,0,1,22.220556,114.2142156,11.909,2.491,1,1,4.5326,ZONE,"Stanley Main Beach, Stanley, Hong Kong",Stanley,,,Tour de guet côtière|Plage avec vagues
HK_03,HK,20,22.3244578827,114.1659161229,,LOW,0,0,0,0,0,5,5,1,0,1,659,47,0,0,0,0,0,,,,,0,1,,NO_GEO,"Elevated walkway in Central District, Hong Kong",Central or Western District,,,
TK_119,TK,100,35.662121119,139.7013291372,,MEDIUM,1,0,1,1,0,4,7,1,0,1,478,67,0,0,0,0,1,35.662592,139.698337,4.596,0.0,1,1,0.2753,GOOD,"Shibuya-ku, Tokyo, passage sous voie ferrée près de Shibuya Station",Shibuya,歩行者優先,,passage sous pont ferroviaire/routier
TK_92,TK,30,35.6592188952,139.7026264502,,MEDIUM,0,0,2,0,0,6,8,1,0,1,489,86,0,1,1,0,0,,,,,0,1,,NO_GEO,"Sous structure JR Yamanote Line, secteur Akihabara-Ueno, Chiyoda-ku ou Taito-ku, Tokyo",Akihabara ou Ueno,,,Structure de voie ferrée/métro aérien|Bâtiment moderne avec façade vitrée en arrière-plan
TK_123,TK,50,35.6564384237,139.7454368767,,MEDIUM,0,0,1,0,0,6,7,1,0,1,431,55,0,0,0,0,1,35.6582563,139.7466728,8.932,8.507,1,1,0.2309,GOOD,"Shiba-kōen, Minato-ku, Tokyo (parc près de Tokyo Tower)",Minato,,,Tokyo Tower
TK_62,TK,10,35.6623086246,139.697304279,,MEDIUM,0,2,0,0,0,5,7,1,0,1,599,66,0,0,0,0,1,35.6599898,139.7246074,6.95,2.391,1,1,2.4801,APPROX,"Shibuya-ku, Tokyo (zone commerciale dense près de Shibuya Station)",Shibuya,,PIZZA|DONUTS,
TK_102,TK,50,35.6617152026,139.7285457582,,LOW,0,3,0,0,0,5,8,1,0,1,413,73,0,0,0,0,0,,,,,0,1,,NO_GEO,"Quartier de Shibuya, Tokyo, zone commerciale près d'une artère principale",Shibuya ou Shinjuku,,山田不動産|丸美屋|Space,
TK_35,TK,10,35.6657999508,139.7052233877,,MEDIUM,0,2,0,0,0,5,7,1,0,1,518,55,0,0,0,0,1,35.662592,139.698337,4.596,0.0,1,1,0.7171,OK,"Quartier de Shibuya, proximité Cat Street ou Omotesando",Shibuya,,PAGEBLUE|Reebok,
MARS_65,MARS,30,43.2799826059,5.3516902919,,MEDIUM,0,0,2,0,0,4,6,1,1,1,489,59,0,0,0,0,1,43.2902445,5.3536516,1.481,0.242,1,1,1.1521,APPROX,"Corniche Président John Fitzgerald Kennedy, 13007 Marseille",7ème arrondissement,,,Corniche Kennedy|Îles du Frioul
MARS_26,MARS,20,43.330583661,5.4274773555,,LOW,0,0,1,0,0,6,7,1,0,1,423,83,0,0,0,0,0,,,,,0,1,,NO_GEO,"Boulevard urbain sous viaduc autoroutier, quartiers périphériques nord de Marseille",Quartiers Nord ou 15e arrondissement,,,Structure de pont/viaduc en béton
MARS_54,MARS,40,43.2975423109,5.3685350388,,MEDIUM,0,0,0,0,0,6,6,1,1,1,490,30,0,0,0,0,1,43.2993374,5.3682229,0.34,0.043,1,1,0.2012,GOOD,"Rue du Panier, 13002 Marseille",Le Panier,,,
MARS_17,MARS,20,43.361131601,5.3127510121,,MEDIUM,0,1,0,1,0,3,5,1,1,1,481,48,0,0,0,0,1,43.303588,5.4058024,3.018,3.387,1,1,9.8785,ZONE,"10956 Boulevard de la Blancarde, 13010 Marseille",10e arrondissement,,LAVERIE,
MIA_42,MIA,50,25.8000986776,-80.1950409021,,MEDIUM,0,2,1,0,0,6,9,1,0,1,647,33,0,0,0,0,1,25.7901032,-80.1987696,3.234,1.258,1,1,1.1725,APPROX,"NW 2nd Avenue, Wynwood, Miami, FL",Wynwood,,museo|ART IN FASHION,museo
MIA_40,MIA,30,25.8042765557,-80.1912459741,,MEDIUM,0,5,1,0,0,5,11,1,0,1,423,130,0,0,0,2,0,,,,,0,1,,NO_GEO,"Intersection commerciale dans un quartier hispanique de Miami, probablement dans les zones de Hialeah, Little Havana ou West Miami",Quartier hispanique/latino (présence de 'Fresco y Más'),,Chevron|Goodyear|Office Depot|Fresco y Más|Navarro,Station-service Chevron
MIA_75,MIA,10,25.7506108059,-80.2600070087,,MEDIUM,0,0,0,0,0,5,5,1,0,1,485,44,0,0,0,0,1,25.8011377,-80.1953188,4.399,0.378,1,1,8.5745,ZONE,"Wynwood Walls area, NW 2nd Avenue, Miami, FL",Wynwood,,,
MIA_32,MIA,20,25.7961432793,-80.1273283843,,MEDIUM,0,0,0,1,0,5,6,1,0,1,472,33,1,0,0,0,1,25.768462,-80.133384,5.898,2.804,1,1,3.1372,ZONE,"2... Ocean Drive, Miami Beach, FL",South Beach,,,
ROM_19,ROM,20,41.9363247067,12.4667100897,,HIGH,0,0,2,0,0,5,7,1,0,1,477,50,0,0,0,0,1,41.9370753,12.4657024,4.58,2.856,1,1,0.118,GOOD,"Ponte Milvio, Piazzale di Ponte Milvio, 00135 Roma",Flaminio,,,Ponte Milvio|Porta del Ponte Milvio
ROM_45,ROM,10,41.9013521334,12.4736297511,,MEDIUM,0,1,0,1,0,5,7,1,0,1,530,47,1,0,0,0,1,42.0935468,12.27048,28.256,0.07,1,1,27.1763,FAR,"Via del Governo Vecchio 9, Centro Storico, Roma",Centro Storico,,PARALUMI,
ROM_24,ROM,20,41.91862985,12.5012681032,,HIGH,1,0,2,0,0,6,9,1,0,1,523,57,0,0,0,0,1,41.919686,12.5024676,1.944,0.149,1,1,0.1538,GOOD,"Via Tagliamento (sous l'arche du Quartiere Coppedè), Rome",Quartiere Coppedè,VIA ROMA,,Arche monumentale|Campanile médiéval
BAB_59,BAB,20,43.460288,-1.539773,,MEDIUM,0,0,0,0,0,6,6,1,0,1,492,60,0,0,0,0,1,43.4871257,-1.5381297,1.708,0.0,1,1,2.9872,APPROX,"Complexe sportif d'Aguiléra, Avenue d'Aguiléra, 64600 Anglet",Anglet,,,
BAB_19,BAB,40,43.488467,-1.475617,,MEDIUM,0,0,0,0,0,5,5,1,0,1,493,43,0,0,0,0,0,,,,,0,1,,NO_GEO,"Petit Bayonne, centre historique de Bayonne",Centre historique/Vieille ville de Bayonne,,,
BAB_21,BAB,20,43.489222,-1.474164,,HIGH,1,0,1,0,0,4,6,1,1,1,368,46,0,0,0,0,1,43.4607108,-1.5336314,3.211,0.0,1,1,5.7512,ZONE,"Quai Galuperie angle Rue Thiers, 64100 Bayonne",Petit Bayonne,RUE THIERS,,Pont sur l'Adour
DJBA_33,DJBA,50,33.8214213616,11.0423722438,,LOW,0,0,0,0,0,8,8,1,0,1,436,47,0,0,0,0,0,,,,,0,1,,NO_GEO,"Route périphérique zone rurale, Djerba, Tunisie",Zone périphérique/rurale de Djerba,,,
DJBA_45,DJBA,100,33.7403044216,10.9148284287,,LOW,0,0,0,0,0,5,5,1,0,1,506,41,0,0,0,0,1,33.7735976,10.8861888,5.358,,0,1,4.5514,ZONE,"Zone littorale nord de Houmt Souk, Djerba",Zone côtière de Houmt Souk,,,
DJBA_19,DJBA,20,33.7861023173,10.8461263501,,LOW,0,0,0,0,0,6,6,1,0,1,437,94,0,0,0,0,0,,,,,0,1,,NO_GEO,"Zone périphérique ou balnéaire de Djerba, possiblement secteur Midoun ou Houmt Souk périphérie",Zone périurbaine ou côtière de Djerba,,,
GRN_44,GRN,10,45.1884280453,5.7261972243,,LOW,0,0,0,0,0,5,5,1,0,1,518,30,0,0,0,0,1,45.1907999,5.7283284,0.394,2.194,1,1,0.3122,GOOD,"Rue de la République, Grenoble",Centre-ville de Grenoble,,,
GRN_27,GRN,10,45.1875012375,5.7303520945,,HIGH,1,1,0,0,0,3,5,1,1,1,340,29,0,0,0,1,1,45.1871459,5.7303894,0.485,0.635,1,1,0.0396,EXCELLENT,"Place de Metz, 38000 Grenoble",Centre-ville,PLACE de METZ,Église Chrétienne Évangélique,
GRN_32,GRN,10,45.1877674177,5.7254382941,,LOW,0,0,0,0,0,4,4,1,0,1,423,64,0,0,0,0,0,,,,,0,1,,NO_GEO,"Rue de la République ou Place Grenette, Centre-ville de Grenoble",Centre-ville historique,,,
WN_28,WN,30,48.2165106913,16.3857066641,,HIGH,1,0,0,1,0,5,7,1,1,1,278,29,1,0,0,0,1,48.2152796,16.3846562,1.126,0.391,1,1,0.1575,GOOD,"2 Weintraubengasse, 1020 Wien",2. Bezirk (Leopoldstadt),2. Weintraubengasse,,
WN_46,WN,10,48.1985116241,16.3638935261,,MEDIUM,2,1,0,0,0,5,8,1,0,1,523,29,1,0,0,0,1,48.2007043,16.3683066,0.928,9.805,1,1,0.408,GOOD,"Rechte Wienzeile 1, 1040 Wien",Wieden (4. Bezirk),EINBAHN|1...Rechte Wienzeile,Amacord Alimentari,
WN_55,WN,50,48.2041546202,16.3540775718,,MEDIUM,0,3,0,0,0,4,7,1,1,1,418,22,1,0,0,0,1,48.201903,16.349051,1.963,0.172,1,1,0.4488,GOOD,"Neubaugasse, 1070 Wien",7. Bezirk Neubau,,Wolfgang HKAT|W.H. Möbel Lister|Möbel auf Raten,
POTI_37,POTI,30,-19.5951561923,-65.7521797936,,LOW,0,3,0,1,0,5,9,1,0,1,472,34,1,0,0,0,0,,,,,0,1,,NO_GEO,"Calle 23, Centro histórico, Potosí",Centro histórico,,AQUI|PAN|PUBLICO,
POTI_06,POTI,50,-19.5990300207,-65.7548687546,,MEDIUM,0,0,1,0,0,7,8,1,0,1,482,40,0,0,0,0,1,-19.6194373,-65.7497813,4.0,0.0,1,1,2.3309,APPROX,"Cerro Rico, périphérie sud-est de Potosí",Cerro Rico,,,Cerro Rico
SP_38,SP,30,-23.5548333956,-46.6553283745,,LOW,0,0,0,0,0,5,5,1,0,1,423,73,0,0,0,0,0,,,,,0,1,,NO_GEO,"Quartier Centro, São Paulo - intersection non identifiable avec précision",Centro ou Bela Vista,,,
SP_09,SP,50,-23.5194439089,-46.7098826693,,LOW,0,0,0,1,0,9,10,1,0,1,471,118,0,0,0,0,0,,,,,0,1,,NO_GEO,"Viaduc ou passage inférieur dans la région centrale de São Paulo, possiblement près d'une zone en réaménagement urbain",Zona Sul ou Centro,,,
BGK_21,BGK,10,13.7533225381,100.5443650587,,LOW,0,0,0,0,0,4,4,1,0,1,509,38,0,0,0,0,1,13.7406159,100.5094124,1.928,0.152,1,1,4.031,ZONE,"Yaowarat Road area, Chinatown, Bangkok",Chinatown,,,
BGK_18,BGK,20,13.7414021821,100.5397607798,,LOW,0,0,0,0,0,4,4,1,0,1,483,33,0,0,0,0,1,13.7214165,100.5305364,4.968,,0,1,2.4355,APPROX,"Zone Silom/Sathorn, Bangkok 10500",Silom ou Sathorn,,,
LY_47,LY,20,45.7550145405,4.831246527,,HIGH,1,1,0,0,0,4,6,1,1,1,369,54,0,0,0,0,1,45.7667047,4.8336451,0.34,0.0,1,1,1.3131,APPROX,"Angle rue de l'Annonciade et rue adjacente, 69001 Lyon",1er arrondissement (Pentes de la Croix-Rousse),Rue de l'Annonciade,La Cave,
LY_38,LY,10,45.749727361,4.8281831276,,MEDIUM,4,0,2,0,0,4,10,1,1,1,471,29,0,0,0,0,1,45.7476937,4.8249635,1.995,1.622,1,1,0.337,GOOD,"Cours Charlemagne, 69002 Lyon",2ème arrondissement,A6-A7|BELLECOUR|PERRACHE|AINAY,,Bellecour|Perrache
CLR_09,CLR,30,45.7771823348,3.1014338406,,LOW,0,0,0,0,0,8,8,1,0,1,444,67,0,0,0,0,0,,,,,0,1,,NO_GEO,"Avenue de la Libération, secteur Champratel, 63000 Clermont-Ferrand","Quartier résidentiel périphérique, probablement secteur Champratel ou La Pardieu",,,
CLR_36,CLR,30,45.7764589478,3.0987381443,,LOW,0,0,0,0,0,8,8,1,0,1,367,110,0,0,0,0,0,,,,,0,1,,NO_GEO,"Intersection dans un quartier résidentiel de Clermont-Ferrand, probablement secteur Montferrand ou La Pradelle",Centre-ville ou quartier résidentiel périphérique,,,
MAN_43,MAN,50,53.4749358113,-2.2403970767,,MEDIUM,0,2,1,0,0,5,8,1,0,1,522,49,0,0,0,0,1,53.4778592,-2.2391173,0.4,0.0,1,1,0.3359,GOOD,"Near Palace Theatre, Oxford Street, Manchester M1",City Centre,,JD GYMS|The Lion King,The Lion King theatre venue
MAN_05,MAN,20,53.473925289,-2.2402671381,,MEDIUM,0,2,2,0,0,5,9,1,0,1,501,36,0,0,0,0,1,53.4778592,-2.2391173,0.4,0.0,1,1,0.444,GOOD,"Whitworth Street West, Manchester M1",City Centre,,Holiday Inn Express|Costa,Holiday Inn Express|Mancunian Way bridge/viaduct
FTBL_29,FTBL,30,48.3962793841,2.7834197393,,HIGH,1,0,1,0,0,3,5,1,1,1,363,37,0,0,0,0,1,48.416264,2.7195812,2.119,,0,1,5.21,ZONE,"Rue Rosa Bonheur, 77300 Fontainebleau",Centre-ville de Fontainebleau,RUE ROSA BONHEUR,,Rue Rosa Bonheur (1822-1899)
FTBL_12,FTBL,50,48.4157021823,2.726939998,,LOW,0,0,0,0,0,8,8,1,0,1,468,58,0,0,0,0,1,48.3998039,2.6901628,0.913,,0,1,3.2395,ZONE,"Quartier des Lilas ou secteur Bel-Air, Fontainebleau 77300",Quartier résidentiel moderne de Fontainebleau,,,
BXL_24,BXL,30,50.827806757,4.3688497481,,MEDIUM,0,1,0,1,0,6,8,1,0,1,479,52,1,0,0,0,1,50.8309156,4.3444241,2.215,0.78,1,1,1.75,APPROX,"51 Chaussée de Waterloo, 1060 Saint-Gilles, Brussels",Saint-Gilles,,bultex,
BXL_23,BXL,20,50.8271900786,4.371691317,,MEDIUM,0,0,1,0,0,5,6,1,0,1,558,54,0,0,0,0,1,50.8458979,4.3595437,0.737,,0,1,2.2483,APPROX,"Parc de Bruxelles ou Parc du Cinquantenaire, Bruxelles",Parc du Cinquantenaire ou environs,,,Monument dans un parc avec fontaine et étang
LJU_03,LJU,20,46.054654231,14.4928614775,,LOW,0,0,0,0,0,4,4,1,0,1,554,89,0,0,0,0,1,46.0489898,14.5039567,0.891,,0,1,1.0629,APPROX,"Zone du centre historique de Ljubljana, probablement dans un quartier créatif ou culturel",Centre-ville,,,
LJU_26,LJU,20,46.0409330168,14.5109041182,,HIGH,1,0,0,1,0,3,5,1,0,1,373,20,1,0,0,0,1,46.0405518,14.5110239,1.862,3.638,1,1,0.0434,EXCELLENT,"Privoz 17, Ljubljana",Bežigrad,PRIVOZ,,
VRS_01,VRS,30,48.8077031992,2.1308988348,,HIGH,0,4,1,0,0,5,10,1,1,1,403,30,1,0,0,0,1,48.7989047,2.1277462,0.327,1.358,1,1,1.0052,APPROX,"3 rue Royale, 78000 Versailles",Quartier Notre-Dame,,UGC|CYRANO|CREPERIE|ISAIES VOYAGES,UGC Cyrano
VRS_17,VRS,30,48.8093230466,2.1250596187,,HIGH,0,2,1,0,0,5,8,1,1,1,468,40,1,0,0,0,1,48.8018114,2.1649595,2.554,2.749,1,1,3.0391,ZONE,"3 Rue du Maréchal Foch, 78000 Versailles",Quartier Saint-Louis,,L'ENTRÉE DU TRIANON|CUISINE THAÏLANDAISE,L'ENTRÉE DU TRIANON
AVI_32,AVI,10,43.948844556,4.8041281128,,LOW,0,0,0,0,0,4,4,1,1,1,523,34,0,0,0,0,1,43.9451965,4.8129731,0.752,0.635,1,1,0.8161,OK,"Rue des Teinturiers, 84000 Avignon",Intra-muros,,,
AVI_20,AVI,10,43.9492870541,4.8115153107,,HIGH,2,1,0,0,0,5,8,1,1,1,444,35,0,0,0,2,1,43.9480401,4.8109999,0.462,,0,1,0.1447,GOOD,"Rue du Chapeau Rouge, 84000 Avignon",Centre historique intra-muros,RUE DU CHAPEAU ROUGE|Carriera Capeu Roge,BAR RESTAURANT,
MPL_02,MPL,10,43.6127972715,3.8764190174,,MEDIUM,0,0,0,0,0,7,7,1,1,1,398,74,0,0,0,0,0,,,,,0,1,,NO_GEO,"Rue dans le quartier de l'Écusson, centre historique de Montpellier, 34000",Centre Historique / Écusson,,,
MPL_39,MPL,30,43.6092465939,3.8769255888,,HIGH,1,0,0,0,0,5,6,1,1,1,418,46,0,0,0,0,1,43.6113533,3.8734204,0.271,0.0,1,1,0.3668,GOOD,"Rue Traversière de la Merci, 34000 Montpellier",Centre historique,RUE TRAVERSIERE DE LA MERCI,,
BBO_05,BBO,50,43.262201574,-2.9246867544,,LOW,0,0,0,0,0,7,7,1,0,1,387,62,0,0,0,0,1,43.2607192,-2.9338792,0.269,,0,1,0.7624,OK,"Calle Licenciado Poza ou environs du quartier d'Abando, Bilbao",Abando ou Bilbao La Vieja,,,
BBO_37,BBO,30,43.2721451056,-2.9414195586,,HIGH,1,0,1,0,0,5,7,1,0,1,345,19,0,0,0,0,1,43.2718047,-2.9412396,1.102,0.492,1,1,0.0406,EXCELLENT,"Ugaskobidea, Bilbao",Ugasko,UGASKOBIDEA,,Pont bleu métallique
CAZ_09,CAZ,20,43.5707377222,7.1087790193,,HIGH,0,0,1,0,0,4,5,1,0,1,475,56,0,0,0,0,0,,,,,0,1,,NO_GEO,"Avenue de l'Amiral Courbet, Juan-les-Pins, 06160 Antibes",Juan-les-Pins,,,JUAN-LES-PINS
CAZ_23,CAZ,50,43.4564429568,6.9213892941,,LOW,0,0,0,0,0,5,5,1,1,1,495,55,0,0,0,0,1,43.212885,5.5553352,1.427,,0,1,113.7538,FAR,"Sentier des Calanques ou Route des Crêtes, Cassis 13260",Centre-ville de Cassis,,,
RA_12,RA,30,44.4225495213,12.2016946359,,HIGH,0,0,1,0,0,5,6,1,1,1,460,41,0,0,0,0,0,,,,,0,1,,NO_GEO,"Viale Farini/Porta Adriana, 48121 Ravenna",Centro Storico,,,Porta Adriana
RA_05,RA,30,44.4200090908,12.1941454988,,MEDIUM,0,0,0,0,0,5,5,1,1,1,498,33,0,0,0,0,1,44.4200727,12.200938,0.276,,0,1,0.5395,OK,"Via Girolamo Rossi, 48100 Ravenna",Centro Storico,,,
BTA_16,BTA,10,42.7026538572,9.4529295391,,MEDIUM,0,0,2,0,0,6,8,1,1,1,445,41,0,0,0,0,0,,,,,0,1,,NO_GEO,"Boulevard Paoli, Vieux-Port, 20200 Bastia",Quartier du Vieux-Port,,,Port de Bastia|Zone portuaire réaménagée
BTA_04,BTA,10,42.6949160728,9.4473011986,,MEDIUM,0,1,0,0,0,8,9,1,1,1,542,52,0,0,0,0,0,,,,,0,1,,NO_GEO,"Rue du Palais de Justice, Centre-ville, Bastia 20200",Centre-ville historique de Bastia,,EPICERIE,
GNV_09,GNV,40,46.2104074233,6.1412216635,,HIGH,1,2,1,0,0,4,8,1,1,1,395,34,1,0,0,1,1,46.2095333,6.1405639,0.606,,0,1,0.1096,GOOD,"Place de Montbrillant, 1201 Genève",Quartier des Pâquis/Gare Cornavin,Place de Montbrillant,Café La Petite Reine|Genevaroule,Grande roue murale (décoration artistique)
GNV_12,GNV,30,46.1986161305,6.1372005628,,HIGH,2,2,0,0,0,4,8,1,1,1,393,60,1,0,0,1,1,46.1974025,6.1409078,0.798,0.0,1,1,0.3156,GOOD,"Angle Rue des Vieux-Grenadiers et Rue des Bains, 1205 Genève",Plainpalais,Rue des Vieux-Grenadiers|Rue des Bains,CAFE de...|BRASSERIE DE...,
BRN_27,BRN,30,46.9499386569,7.4584556404,,LOW,0,0,0,0,0,5,5,1,0,1,456,20,1,0,0,0,1,46.9482888,7.4512729,0.296,0.463,1,1,0.5753,OK,"Altstadt, Bern, 3011",Altstadt,,,
BRN_07,BRN,10,46.9476080559,7.4524705616,,MEDIUM,0,0,1,0,0,6,7,1,1,1,492,20,1,0,0,0,1,46.9479718,7.450213,0.214,0.172,1,1,0.1761,GOOD,"Kramgasse, 3011 Bern",Altstadt (Vieille Ville),,,Arcades historiques de Bern
MLGA_27,MLGA,40,36.7229167751,-4.4172705648,,MEDIUM,0,0,1,0,0,4,5,1,0,1,528,30,0,0,0,0,1,36.7256766,-4.4158181,0.696,,0,1,0.3331,GOOD,"Calle Lagunillas, 29005 Málaga",Centro Histórico - Lagunillas,,,Alcazaba de Málaga
MLGA_05,MLGA,50,36.7190382896,-4.4106874186,,MEDIUM,0,3,0,0,0,6,9,1,0,1,396,36,0,0,0,0,1,36.719938,-4.4121587,0.837,1.294,1,1,0.1649,GOOD,"Avenida de Andalucía, Centro, Málaga",Centro,,FENG YUAN|SUPERMERCADO|Snorkel,
KAT_07,KAT,30,27.7085045062,85.3075535599,,MEDIUM,0,1,0,0,0,4,5,1,0,1,462,17,0,0,0,0,1,27.7166578,85.3127015,1.114,0.0,1,1,1.0386,APPROX,"Thamel, Kathmandu",Thamel,,Pizza Hut,
KAT_25,KAT,10,27.7113201982,85.3110201896,,LOW,0,0,0,0,0,4,4,1,0,1,463,17,0,0,0,0,1,27.7166578,85.3127015,1.114,0.0,1,1,0.6162,OK,"Thamel, Kathmandu",Thamel,,,
KLN_02,KLN,20,50.9401406058,6.9463412942,,MEDIUM,0,0,0,0,0,6,6,1,0,1,416,36,0,0,0,0,1,50.9459064,6.9260858,2.573,0.544,1,1,1.5573,APPROX,"Venloer Straße, 50823 Köln-Ehrenfeld",Ehrenfeld,,,
KLN_17,KLN,20,50.9383768366,6.9718134148,,HIGH,2,1,4,0,0,4,11,1,0,1,467,32,0,0,0,0,1,50.9365262,6.9702929,0.709,0.195,1,1,0.2317,GOOD,"Deutzer Brücke, 50679 Köln-Deutz",Deutz,Zentrum|Deutzer Brücke,Hyatt Kongress,Deutzer Brücke|Foreal Businessforum|Lanxess Arena|Stadthaus
AMS_13,AMS,20,52.3680242712,4.8989390392,,MEDIUM,0,0,1,0,0,6,7,1,0,1,547,37,0,0,0,0,1,52.3626255,4.8877467,1.241,1.516,1,1,0.9684,OK,"Prinsengracht area, Amsterdam Centrum",Centrum,,,Canal bridge with characteristic Amsterdam architecture
AMS_07,AMS,10,52.3685363971,4.8812714438,,MEDIUM,0,0,0,0,0,4,4,1,0,1,553,37,0,0,0,0,1,52.3765861,4.8845334,1.662,0.267,1,1,0.9221,OK,"Egelantiersgracht, Jordaan, Amsterdam",Jordaan,,,
PRT_05,PRT,10,-31.9521523661,115.8530267346,,LOW,0,0,0,0,0,4,4,1,0,1,442,51,0,0,0,0,1,-31.9552615,115.8587988,0.553,0.0,1,1,0.645,OK,"Central Business District, Perth, Western Australia",Perth CBD,,,
PRT_18,PRT,10,-31.9388687625,115.841042281,,MEDIUM,0,0,1,0,0,6,7,1,0,1,606,44,1,0,0,0,0,,,,,0,1,,NO_GEO,"Sir James Mitchell Park, South Perth WA 6151",South Perth or Burswood riverside area,,,Pedestrian bridge with wave logo
